lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-174.5,-21.5,1/4/2016,12:00,2016,1,4,185.5,-174.5,-21.5,36.2,0.216,5.967,0.042,1.16,0,0,0.013,0.359,0,0,4.336,119.779,4.607,127.265,1/4/2016
-175.5,-20.5,1/5/2016,12:00,2016,1,5,184.5,-175.5,-20.5,18.45,0.097,5.257,0.04,2.168,0,0,0.032,1.734,0,0,0.769,41.68,0.938,50.84,1/5/2016
-174.5,-21.5,1/5/2016,12:00,2016,1,5,185.5,-174.5,-21.5,31.95,0.022,0.689,0,0,0,0,0.028,0.876,0,0,3.73,116.745,3.78,118.31,1/5/2016
-176.5,-20.5,1/6/2016,12:00,2016,1,6,183.5,-176.5,-20.5,89,1.331,14.955,0.066,0.742,0,0,0.268,3.011,0,0,1.53,17.191,3.195,35.899,1/6/2016
-175.5,-20.5,1/6/2016,12:00,2016,1,6,184.5,-175.5,-20.5,17.61,0.024,1.363,0,0,0,0,0.004,0.227,0,0,1.234,70.074,1.262,71.664,1/6/2016
-176.5,-20.5,1/7/2016,12:00,2016,1,7,183.5,-176.5,-20.5,117,1.366,11.675,0.022,0.188,0,0,0.26,2.222,0,0,3.069,26.231,4.717,40.316,1/7/2016
-175.5,-20.5,1/7/2016,12:00,2016,1,7,184.5,-175.5,-20.5,28.5,1.899,66.632,0.035,1.228,0,0,0,0,0,0,1.355,47.544,3.289,115.404,1/7/2016
-176.5,-20.5,1/8/2016,12:00,2016,1,8,183.5,-176.5,-20.5,89,1.839,20.663,0.036,0.404,0,0,0.095,1.067,0,0,1.138,12.787,3.108,34.921,1/8/2016
-175.5,-21.5,1/8/2016,12:00,2016,1,8,184.5,-175.5,-21.5,56.5,4.182,74.018,0.03,0.531,0,0,0,0,0,0,3.107,54.991,7.319,129.54,1/8/2016
-174.5,-21.5,1/8/2016,12:00,2016,1,8,185.5,-174.5,-21.5,37.06,0.042,1.133,0.135,3.643,0,0,0.028,0.756,0,0,3.543,95.602,3.748,101.133,1/8/2016
-174.5,-20.5,1/8/2016,12:00,2016,1,8,185.5,-174.5,-20.5,18.94,0,0,0,0,0,0,0,0,0,0,1.015,53.59,1.015,53.59,1/8/2016
-176.5,-21.5,1/9/2016,12:00,2016,1,9,183.5,-176.5,-21.5,30,0.1,3.333,0,0,0,0,0.04,1.333,0,0,0.633,21.1,0.773,25.767,1/9/2016
-176.5,-20.5,1/9/2016,12:00,2016,1,9,183.5,-176.5,-20.5,59,0.427,7.237,0,0,0,0,0.045,0.763,0,0,0.295,5,0.767,13,1/9/2016
-175.5,-21.5,1/9/2016,12:00,2016,1,9,184.5,-175.5,-21.5,28,3.124,111.571,0.077,2.75,0,0,0,0,0,0,0.874,31.214,4.075,145.536,1/9/2016
-175.5,-20.5,1/9/2016,12:00,2016,1,9,184.5,-175.5,-20.5,28.5,0.644,22.596,0,0,0,0,0,0,0,0,0.377,13.228,1.021,35.825,1/9/2016
-174.5,-21.5,1/9/2016,12:00,2016,1,9,185.5,-174.5,-21.5,36.94,0.108,2.924,0,0,0,0,0.008,0.217,0,0,3.529,95.533,3.645,98.674,1/9/2016
-174.5,-20.5,1/9/2016,12:00,2016,1,9,185.5,-174.5,-20.5,17.92,0,0,0,0,0,0,0.03,1.674,0,0,2.63,146.763,2.66,148.438,1/9/2016
-176.5,-21.5,1/10/2016,12:00,2016,1,10,183.5,-176.5,-21.5,89,0.728,8.18,0,0,0,0,0.047,0.528,0,0,0.776,8.719,1.551,17.427,1/10/2016
-175.5,-21.5,1/10/2016,12:00,2016,1,10,184.5,-175.5,-21.5,56.5,2.994,52.991,0.068,1.204,0,0,0,0,0,0,1.717,30.389,4.779,84.584,1/10/2016
-174.5,-21.5,1/10/2016,12:00,2016,1,10,185.5,-174.5,-21.5,38.5,0.127,3.299,0,0,0,0,0.143,3.714,0,0,5.313,138,5.583,145.013,1/10/2016
-176.5,-21.5,1/11/2016,12:00,2016,1,11,183.5,-176.5,-21.5,59,0.845,14.322,0,0,0,0,0.091,1.542,0,0,0.751,12.729,1.687,28.593,1/11/2016
-176.5,-20.5,1/11/2016,12:00,2016,1,11,183.5,-176.5,-20.5,30,0.8,26.667,0,0,0,0,0,0,0,0,0.22,7.333,1.02,34,1/11/2016
-175.5,-20.5,1/11/2016,12:00,2016,1,11,184.5,-175.5,-20.5,56.5,4.934,87.327,0.055,0.973,0,0,0,0,0,0,3.411,60.372,8.4,148.673,1/11/2016
-174.5,-20.5,1/11/2016,12:00,2016,1,11,185.5,-174.5,-20.5,17.88,0.015,0.839,0,0,0,0,0.01,0.559,0,0,2.847,159.228,2.872,160.626,1/11/2016
-176.5,-21.5,1/12/2016,12:00,2016,1,12,183.5,-176.5,-21.5,30,0.6,20,0.052,1.733,0,0,0,0,0,0,0.337,11.233,0.989,32.967,1/12/2016
-175.5,-20.5,1/12/2016,12:00,2016,1,12,184.5,-175.5,-20.5,56.5,2.392,42.336,0.11,1.947,0,0,0,0,0,0,2.301,40.726,4.803,85.009,1/12/2016
-174.5,-20.5,1/12/2016,12:00,2016,1,12,185.5,-174.5,-20.5,19.26,0.036,1.869,0.044,2.285,0,0,0.03,1.558,0,0,1.72,89.304,1.83,95.016,1/12/2016
-173.5,-20.5,1/12/2016,12:00,2016,1,12,186.5,-173.5,-20.5,19.78,0.02,1.011,0,0,0,0,0.046,2.326,0,0,1.107,55.966,1.173,59.302,1/12/2016
-176.5,-21.5,1/13/2016,12:00,2016,1,13,183.5,-176.5,-21.5,30,0.5,16.667,0.018,0.6,0,0,0,0,0,0,0.337,11.233,0.855,28.5,1/13/2016
-175.5,-20.5,1/13/2016,12:00,2016,1,13,184.5,-175.5,-20.5,56.5,2.911,51.522,0,0,0,0,0,0,0,0,2.092,37.027,5.003,88.549,1/13/2016
-174.5,-20.5,1/13/2016,12:00,2016,1,13,185.5,-174.5,-20.5,37.24,0.111,2.981,0,0,0,0,0.066,1.772,0,0,2.767,74.302,2.944,79.055,1/13/2016
-175.5,-20.5,1/14/2016,12:00,2016,1,14,184.5,-175.5,-20.5,56.5,2.997,53.044,0.033,0.584,0,0,0,0,0,0,1.305,23.097,4.335,76.726,1/14/2016
-174.5,-20.5,1/14/2016,12:00,2016,1,14,185.5,-174.5,-20.5,18.17,0,0,0,0,0,0,0,0,0,0,1.54,84.755,1.54,84.755,1/14/2016
-176.5,-20.5,1/15/2016,12:00,2016,1,15,183.5,-176.5,-20.5,28.5,1.165,40.877,0,0,0,0,0,0,0,0,0.132,4.632,1.297,45.509,1/15/2016
-175.5,-20.5,1/15/2016,12:00,2016,1,15,184.5,-175.5,-20.5,28,2.007,71.679,0.016,0.571,0,0,0,0,0,0,2.279,81.393,4.302,153.643,1/15/2016
-174.5,-21.5,1/15/2016,12:00,2016,1,15,185.5,-174.5,-21.5,37.72,0.046,1.22,0.067,1.776,0,0,0.036,0.954,0,0,2.224,58.961,2.373,62.911,1/15/2016
-174.5,-20.5,1/15/2016,12:00,2016,1,15,185.5,-174.5,-20.5,16.89,0.059,3.493,0,0,0,0,0.006,0.355,0,0,3.848,227.827,3.913,231.676,1/15/2016
-175.5,-20.5,1/16/2016,12:00,2016,1,16,184.5,-175.5,-20.5,56.5,0.813,14.389,0.098,1.735,0,0,0,0,0,0,0.694,12.283,1.605,28.407,1/16/2016
-174.5,-21.5,1/16/2016,12:00,2016,1,16,185.5,-174.5,-21.5,19.25,0.023,1.195,0,0,0,0,0,0,0,0,0.874,45.403,0.897,46.597,1/16/2016
-174.5,-20.5,1/16/2016,12:00,2016,1,16,185.5,-174.5,-20.5,17.53,0,0,0,0,0,0,0,0,0,0,0.525,29.949,0.525,29.949,1/16/2016
-176.5,-21.5,1/17/2016,12:00,2016,1,17,183.5,-176.5,-21.5,28,2.068,73.857,0,0,0,0,0,0,0,0,1.525,54.464,3.593,128.321,1/17/2016
-175.5,-20.5,1/17/2016,12:00,2016,1,17,184.5,-175.5,-20.5,28.5,1.441,50.561,0.218,7.649,0,0,0,0,0,0,0.362,12.702,2.021,70.912,1/17/2016
-174.5,-21.5,1/17/2016,12:00,2016,1,17,185.5,-174.5,-21.5,19.2,0.046,2.396,0,0,0,0,0.012,0.625,0,0,1.829,95.26,1.887,98.281,1/17/2016
-174.5,-20.5,1/17/2016,12:00,2016,1,17,185.5,-174.5,-20.5,20.2,0.215,10.644,0.04,1.98,0,0,0,0,0,0,1.402,69.406,1.657,82.03,1/17/2016
-173.5,-20.5,1/17/2016,12:00,2016,1,17,186.5,-173.5,-20.5,18,0.041,2.278,0.02,1.111,0,0,0,0,0,0,3.204,178,3.265,181.389,1/17/2016
-176.5,-20.5,1/18/2016,12:00,2016,1,18,183.5,-176.5,-20.5,28,0.689,24.607,0,0,0,0,0,0,0,0,1.149,41.036,1.838,65.643,1/18/2016
-175.5,-20.5,1/18/2016,12:00,2016,1,18,184.5,-175.5,-20.5,28.5,1.084,38.035,0.081,2.842,0,0,0,0,0,0,0.477,16.737,1.642,57.614,1/18/2016
-174.5,-21.5,1/18/2016,12:00,2016,1,18,185.5,-174.5,-21.5,34.64,0.023,0.664,0.062,1.79,0,0,0.012,0.346,0,0,2.456,70.901,2.553,73.701,1/18/2016
-175.5,-20.5,1/19/2016,12:00,2016,1,19,184.5,-175.5,-20.5,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/19/2016
-174.5,-21.5,1/19/2016,12:00,2016,1,19,185.5,-174.5,-21.5,18.25,0.03,1.644,0,0,0,0,0,0,0,0,0.68,37.26,0.71,38.904,1/19/2016
-175.5,-18.5,1/20/2016,12:00,2016,1,20,184.5,-175.5,-18.5,56.5,2.447,43.31,0.101,1.788,0,0,0,0,0,0,1.967,34.814,4.515,79.912,1/20/2016
-175.5,-16.5,1/20/2016,12:00,2016,1,20,184.5,-175.5,-16.5,32,0.474,14.813,0,0,0,0,0,0,0,0,0.265,8.281,0.739,23.094,1/20/2016
-175.5,-20.5,1/21/2016,12:00,2016,1,21,184.5,-175.5,-20.5,19.65,0.329,16.743,0.155,7.888,0,0,0,0,0,0,0.594,30.229,1.078,54.86,1/21/2016
-175.5,-18.5,1/21/2016,12:00,2016,1,21,184.5,-175.5,-18.5,56.5,2.875,50.885,0.185,3.274,0,0,0,0,0,0,2.07,36.637,5.13,90.796,1/21/2016
-175.5,-16.5,1/21/2016,12:00,2016,1,21,184.5,-175.5,-16.5,32,0.546,17.063,0,0,0,0,0.077,2.406,0,0,0.319,9.969,0.942,29.438,1/21/2016
-174.5,-20.5,1/21/2016,12:00,2016,1,21,185.5,-174.5,-20.5,35.41,0.098,2.768,0.031,0.875,0,0,0.025,0.706,0,0,3.227,91.132,3.381,95.482,1/21/2016
-176.5,-18.5,1/22/2016,12:00,2016,1,22,183.5,-176.5,-18.5,56.5,2.92,51.681,0.109,1.929,0,0,0,0,0,0,2.449,43.345,5.478,96.956,1/22/2016
-175.5,-20.5,1/22/2016,12:00,2016,1,22,184.5,-175.5,-20.5,18.82,0.082,4.357,0,0,0,0,0,0,0,0,1.267,67.322,1.349,71.679,1/22/2016
-175.5,-16.5,1/22/2016,12:00,2016,1,22,184.5,-175.5,-16.5,32,0.722,22.563,0,0,0,0,0.069,2.156,0,0,0.178,5.563,0.969,30.281,1/22/2016
-174.5,-19.5,1/22/2016,12:00,2016,1,22,185.5,-174.5,-19.5,18.83,0.072,3.824,0,0,0,0,0,0,0,0,0.871,46.256,0.943,50.08,1/22/2016
