lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-176.5,-20.5,1/1/2017,12:00,2017,1,1,183.5,-176.5,-20.5,30,1.15,38.333,0.093,3.1,0,0,0.04,1.333,0,0,0.267,8.9,1.55,51.667,1/1/2017
-176.5,-19.5,1/1/2017,12:00,2017,1,1,183.5,-176.5,-19.5,27,0.624,23.111,0,0,0,0,0,0,0,0,0.248,9.185,0.872,32.296,1/1/2017
-176.5,-18.5,1/1/2017,12:00,2017,1,1,183.5,-176.5,-18.5,60.1,1.33,22.13,0.345,5.74,0,0,0.037,0.616,0,0,0.641,10.666,2.353,39.151,1/1/2017
-176.5,-15.5,1/1/2017,12:00,2017,1,1,183.5,-176.5,-15.5,30,0.4,13.333,0.122,4.067,0,0,0,0,0,0,0.415,13.833,0.937,31.233,1/1/2017
-175.5,-19.5,1/1/2017,12:00,2017,1,1,184.5,-175.5,-19.5,16,0.042,2.625,0,0,0,0,0.02,1.25,0,0,0.808,50.5,0.87,54.375,1/1/2017
-175.5,-18.5,1/1/2017,12:00,2017,1,1,184.5,-175.5,-18.5,30,0.3,10,0,0,0,0,0,0,0,0,0.377,12.567,0.677,22.567,1/1/2017
-174.5,-20.5,1/1/2017,12:00,2017,1,1,185.5,-174.5,-20.5,18.49,0.06,3.245,0.02,1.082,0,0,0.003,0.162,0,0,1.133,61.276,1.216,65.765,1/1/2017
-176.5,-20.5,1/2/2017,12:00,2017,1,2,183.5,-176.5,-20.5,30,0.95,31.667,0,0,0,0,0,0,0,0,0.29,9.667,1.24,41.333,1/2/2017
-176.5,-19.5,1/2/2017,12:00,2017,1,2,183.5,-176.5,-19.5,27,0.665,24.63,0,0,0,0,0,0,0,0,0.245,9.074,0.91,33.704,1/2/2017
-176.5,-18.5,1/2/2017,12:00,2017,1,2,183.5,-176.5,-18.5,60.1,0.76,12.646,0.546,9.085,0,0,0.008,0.133,0,0,0.354,5.89,1.668,27.754,1/2/2017
-176.5,-15.5,1/2/2017,12:00,2017,1,2,183.5,-176.5,-15.5,30,0.36,12,0.034,1.133,0,0,0.028,0.933,0,0,0.992,33.067,1.414,47.133,1/2/2017
-175.5,-19.5,1/2/2017,12:00,2017,1,2,184.5,-175.5,-19.5,46,0.18,3.913,0.184,4,0,0,0.006,0.13,0,0,1.125,24.457,1.495,32.5,1/2/2017
-174.5,-20.5,1/2/2017,12:00,2017,1,2,185.5,-174.5,-20.5,18.66,0.088,4.716,0,0,0,0,0.012,0.643,0,0,0.999,53.537,1.099,58.896,1/2/2017
-176.5,-20.5,1/3/2017,12:00,2017,1,3,183.5,-176.5,-20.5,30,0.85,28.333,0,0,0,0,0.03,1,0,0,0.023,0.767,0.903,30.1,1/3/2017
-176.5,-19.5,1/3/2017,12:00,2017,1,3,183.5,-176.5,-19.5,27,0.388,14.37,0,0,0,0,0,0,0,0,0.137,5.074,0.525,19.444,1/3/2017
