lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-176.5,-22.5,1/1/2018,12:00,2018,1,1,183.5,-176.5,-22.5,15.1,0.08,5.298,0,0,0,0,0.018,1.192,0,0,0.189,12.517,0.287,19.007,1/1/2018
-175.5,-20.5,1/1/2018,12:00,2018,1,1,184.5,-175.5,-20.5,12,0.02,1.667,0,0,0,0,0.007,0.583,0,0,0.331,27.583,0.358,29.833,1/1/2018
-174.5,-21.5,1/1/2018,12:00,2018,1,1,185.5,-174.5,-21.5,16.1,0.015,0.932,0,0,0,0,0.03,1.863,0,0,0.513,31.863,0.558,34.658,1/1/2018
-174.5,-21.5,1/2/2018,12:00,2018,1,2,185.5,-174.5,-21.5,17,0.042,2.471,0.099,5.824,0,0,0.039,2.294,0,0,0.802,47.176,0.982,57.765,1/2/2018
-174.5,-22.5,1/3/2018,12:00,2018,1,3,185.5,-174.5,-22.5,17,0.021,1.235,0.05,2.941,0,0,0.03,1.765,0,0,0.898,52.824,0.999,58.765,1/3/2018
-174.5,-21.5,1/3/2018,12:00,2018,1,3,185.5,-174.5,-21.5,33.47,0.042,1.255,0,0,0,0,0,0,0,0,1.279,38.213,1.321,39.468,1/3/2018
-174.5,-20.5,1/3/2018,12:00,2018,1,3,185.5,-174.5,-20.5,17.18,0.012,0.698,0.045,2.619,0,0,0,0,0,0,0.65,37.835,0.707,41.153,1/3/2018
-175.5,-19.5,1/4/2018,12:00,2018,1,4,184.5,-175.5,-19.5,17,0,0,0.137,8.059,0,0,0,0,0,0,0.111,6.529,0.248,14.588,1/4/2018
-174.5,-22.5,1/4/2018,12:00,2018,1,4,185.5,-174.5,-22.5,17,0.063,3.706,0.049,2.882,0,0,0.039,2.294,0,0,0.33,19.412,0.481,28.294,1/4/2018
-174.5,-21.5,1/4/2018,12:00,2018,1,4,185.5,-174.5,-21.5,17.43,0,0,0,0,0,0,0,0,0,0,0.36,20.654,0.36,20.654,1/4/2018
-174.5,-20.5,1/4/2018,12:00,2018,1,4,185.5,-174.5,-20.5,15.31,0.038,2.482,0.08,5.225,0,0,0.009,0.588,0,0,0.276,18.027,0.403,26.323,1/4/2018
-174.5,-21.5,1/5/2018,12:00,2018,1,5,185.5,-174.5,-21.5,34.43,0.085,2.469,0.236,6.854,0,0,0.084,2.44,0,0,1.651,47.952,2.056,59.715,1/5/2018
-174.5,-20.5,1/5/2018,12:00,2018,1,5,185.5,-174.5,-20.5,15.46,0.096,6.21,0.227,14.683,0,0,0,0,0,0,0.554,35.834,0.877,56.727,1/5/2018
-173.5,-19.5,1/5/2018,12:00,2018,1,5,186.5,-173.5,-19.5,17,0,0,0,0,0,0,0,0,0,0,0.126,7.412,0.126,7.412,1/5/2018
-174.5,-21.5,1/6/2018,12:00,2018,1,6,185.5,-174.5,-21.5,34.13,0.105,3.076,0.099,2.901,0,0,0.039,1.143,0,0,1.011,29.622,1.254,36.742,1/6/2018
-174.5,-20.5,1/6/2018,12:00,2018,1,6,185.5,-174.5,-20.5,15.2,0.057,3.75,0.04,2.632,0,0,0,0,0,0,0.611,40.197,0.708,46.579,1/6/2018
-173.5,-20.5,1/6/2018,12:00,2018,1,6,186.5,-173.5,-20.5,15.5,0.011,0.71,0,0,0,0,0,0,0,0,0.762,49.161,0.773,49.871,1/6/2018
-174.5,-21.5,1/7/2018,12:00,2018,1,7,185.5,-174.5,-21.5,33.93,0.105,3.095,0.099,2.918,0,0,0.074,2.181,0,0,3.068,90.421,3.346,98.615,1/7/2018
-174.5,-20.5,1/7/2018,12:00,2018,1,7,185.5,-174.5,-20.5,16.26,0.023,1.415,0,0,0,0,0,0,0,0,0.731,44.957,0.754,46.371,1/7/2018
-174.5,-21.5,1/8/2018,12:00,2018,1,8,185.5,-174.5,-21.5,16.62,0.021,1.264,0,0,0,0,0.012,0.722,0,0,0.47,28.279,0.503,30.265,1/8/2018
-174.5,-20.5,1/8/2018,12:00,2018,1,8,185.5,-174.5,-20.5,17.3,0.011,0.636,0,0,0,0,0.009,0.52,0,0,0.667,38.555,0.687,39.711,1/8/2018
