lond,latd,Date,Time,yy,mm,day,lond,,latd,hhooks,alb_mt,alb_kghhks,bet_mt,bet_kghhks,pbf_mt,pbf_kghhks,skj_mt,skj_kghhks,sbf_mt,sbf_kghhks,yft_mt,yft_kghhks,tun_mt,tun_kghhks,Date
-176.5,-21.5,1/1/2015,12:00,2015,1,1,183.5,-176.5,-21.5,27,0.6,22.222,0,0,0,0,0,0,0,0,0.4,14.815,1,37.037,1/1/2015
-176.5,-20.5,1/1/2015,12:00,2015,1,1,183.5,-176.5,-20.5,13.24,0.549,41.465,0,0,0,0,0,0,0,0,0.436,32.931,0.985,74.396,1/1/2015
-174.5,-21.5,1/1/2015,12:00,2015,1,1,185.5,-174.5,-21.5,22.25,0.08,3.596,0,0,0,0,0.05,2.247,0,0,1.02,45.843,1.15,51.685,1/1/2015
-176.5,-21.5,1/2/2015,12:00,2015,1,2,183.5,-176.5,-21.5,27,0.438,16.222,0,0,0,0,0,0,0,0,0.443,16.407,0.881,32.63,1/2/2015
-176.5,-21.5,1/3/2015,12:00,2015,1,3,183.5,-176.5,-21.5,27,0.477,17.667,0,0,0,0,0,0,0,0,0.383,14.185,0.86,31.852,1/3/2015
-174.5,-21.5,1/3/2015,12:00,2015,1,3,185.5,-174.5,-21.5,28.36,0,0,0,0,0,0,0,0,0,0,1.544,54.443,1.544,54.443,1/3/2015
-174.5,-21.5,1/4/2015,12:00,2015,1,4,185.5,-174.5,-21.5,44.36,0.129,2.908,0.302,6.808,0,0,0.026,0.586,0,0,2.175,49.031,2.632,59.333,1/4/2015
-176.5,-21.5,1/5/2015,12:00,2015,1,5,183.5,-176.5,-21.5,27,0.658,24.37,0,0,0,0,0,0,0,0,0.8,29.63,1.458,54,1/5/2015
-174.5,-21.5,1/5/2015,12:00,2015,1,5,185.5,-174.5,-21.5,14.7,0.075,5.102,0,0,0,0,0.005,0.34,0,0,0.6,40.816,0.68,46.259,1/5/2015
-174.5,-20.5,1/5/2015,12:00,2015,1,5,185.5,-174.5,-20.5,14.76,0,0,0.02,1.355,0,0,0.018,1.22,0,0,0.28,18.97,0.318,21.545,1/5/2015
-176.5,-21.5,1/6/2015,12:00,2015,1,6,183.5,-176.5,-21.5,27,0.715,26.481,0,0,0,0,0,0,0,0,0.485,17.963,1.2,44.444,1/6/2015
-174.5,-21.5,1/6/2015,12:00,2015,1,6,185.5,-174.5,-21.5,59.75,0.8,13.389,0.3,5.021,0,0,0.055,0.921,0,0,1.153,19.297,2.308,38.628,1/6/2015
-174.5,-20.5,1/6/2015,12:00,2015,1,6,185.5,-174.5,-20.5,13.33,0.023,1.725,0,0,0,0,0,0,0,0,0.598,44.861,0.621,46.587,1/6/2015
-176.5,-21.5,1/7/2015,12:00,2015,1,7,183.5,-176.5,-21.5,27,0.236,8.741,0,0,0,0,0,0,0,0,0.2,7.407,0.436,16.148,1/7/2015
-174.5,-21.5,1/7/2015,12:00,2015,1,7,185.5,-174.5,-21.5,59.48,0.373,6.271,0.132,2.219,0,0,0.005,0.084,0,0,2.544,42.771,3.054,51.345,1/7/2015
-174.5,-21.5,1/8/2015,12:00,2015,1,8,185.5,-174.5,-21.5,32.8,0.38,11.585,0.05,1.524,0,0,0,0,0,0,0.95,28.963,1.38,42.073,1/8/2015
-174.5,-21.5,1/10/2015,12:00,2015,1,10,185.5,-174.5,-21.5,15.5,0.015,0.968,0.04,2.581,0,0,0.005,0.323,0,0,0.5,32.258,0.56,36.129,1/10/2015
-174.5,-21.5,1/11/2015,12:00,2015,1,11,185.5,-174.5,-21.5,32.36,0.295,9.116,0,0,0,0,0,0,0,0,0.86,26.576,1.155,35.692,1/11/2015
-174.5,-21.5,1/12/2015,12:00,2015,1,12,185.5,-174.5,-21.5,63.8,0.315,4.937,0.06,0.94,0,0,0.02,0.313,0,0,1.579,24.749,1.974,30.94,1/12/2015
-175.5,-19.5,1/13/2015,12:00,2015,1,13,184.5,-175.5,-19.5,27.85,0.034,1.221,0,0,0,0,0.007,0.251,0,0,0.033,1.185,0.074,2.657,1/13/2015
-174.5,-21.5,1/13/2015,12:00,2015,1,13,185.5,-174.5,-21.5,33.35,0.155,4.648,0.08,2.399,0,0,0.01,0.3,0,0,0.94,28.186,1.185,35.532,1/13/2015
-174.5,-20.5,1/13/2015,12:00,2015,1,13,185.5,-174.5,-20.5,31.68,0.04,1.263,0,0,0,0,0.02,0.631,0,0,0.068,2.146,0.128,4.04,1/13/2015
-176.5,-21.5,1/14/2015,12:00,2015,1,14,183.5,-176.5,-21.5,27,0.254,9.407,0,0,0,0,0,0,0,0,0.277,10.259,0.531,19.667,1/14/2015
-175.5,-18.5,1/14/2015,12:00,2015,1,14,184.5,-175.5,-18.5,24.44,0.18,7.365,0.148,6.056,0,0,0.007,0.286,0,0,0.09,3.682,0.425,17.39,1/14/2015
-174.5,-21.5,1/14/2015,12:00,2015,1,14,185.5,-174.5,-21.5,65.87,0.3,4.554,0.04,0.607,0,0,0.008,0.121,0,0,4.207,63.868,4.555,69.151,1/14/2015
